Curs,Codi centre,Denominació completa,Codi municipi_5,Codi municipi_6,Nom municipi,Dones,Homes,Total
2023/2024,43003082,ESCOLA GUILLEM DE CLARAMUNT,43144,431444,LA SECUITA,15,2,17
2023/2024,43003069,ESCOLA SALVADOR NINOT,43142,431423,SARRAL,14,1,15
2023/2024,43003011,ESCOLA COR DE ROURE,43139,431397,SANTA COLOMA DE QUERALT,14,3,17
2023/2024,43003008,ESCOLA JAUME BALMES,43138,431384,SANTA BÀRBARA,25,5,30
2023/2024,43002892,ESCOLA CARLES III,43136,431362,LA RÀPITA,36,8,44
2023/2024,43002831,ESCOLA MESTRE MARCEL·LÍ DOMINGO,43133,431331,ROQUETES,39,6,45
2023/2024,43002776,ESCOLA SALVADOR ESPRIU,43131,431310,RODA DE BERÀ,27,6,33
2023/2024,43002752,ESCOLA BEAT BONAVENTURA GRAN,43129,431299,RIUDOMS,28,1,29
2023/2024,43002661,ESCOLA SANT AGUSTÍ - ZER EBRE,43125,431251,RIBA-ROJA D'EBRE,5,3,8
2023/2024,43002594,INSTITUT BAIX CAMP,43123,431233,REUS,105,55,160
2023/2024,43002582,INSTITUT SALVADOR VILASECA,43123,431233,REUS,48,23,71
2023/2024,43002570,INSTITUT GAUDÍ,43123,431233,REUS,77,30,107
2023/2024,43002272,ESCOLA GENERAL PRIM,43123,431233,REUS,21,4,25
2023/2024,43002259,ESCOLA MARIÀ FORTUNY,43123,431233,REUS,31,4,35
2023/2024,43002247,ESCOLA MISERICÒRDIA,43123,431233,REUS,18,2,20
2023/2024,43002235,ESCOLA POMPEU FABRA,43123,431233,REUS,18,3,21
2023/2024,43002211,ESCOLA PRAT DE LA RIBA,43123,431233,REUS,14,3,17
2023/2024,43002171,ESCOLA JOAN PLANA,43119,431191,PUIGPELAT,15,0,15
2023/2024,43002144,ESCOLA MARE DE DÉU DE LA FONTCALDA - ZER PORTS-ALGARS,43117,431172,PRAT DE COMTE,2,1,3
2023/2024,43002053,ESCOLA GARBÍ - ZER MONTSANT-SERRA DE PRADES,43112,431129,POBOLEDA,3,1,4
2023/2024,43002016,ESCOLA L'AMETLLER - ZER TERRA ALTA NORD,43110,431107,LA POBLA DE MASSALUCA,2,2,4
2023/2024,43001966,ESCOLA SANT RAMON,43108,431080,EL PLA DE SANTA MARIA,14,4,18
2023/2024,43001954,ESCOLA ANTONI TOUS - ZER CONCA DE BARBERÀ,43107,431074,PIRA,5,2,7
2023/2024,43001942,ESCOLA CÈSAR MARTINELL - ZER TERRA ALTA-CENTRE,43106,431068,EL PINELL DE BRAI,4,3,7
2023/2024,43001851,ESCOLA SANT ROC - ZER RIU I SERRA,43102,431021,PAÜLS,3,2,5
2023/2024,43001826,ESCOLA SANT SEBASTIÀ,43100,431009,ELS PALLARESOS,22,2,24
2023/2024,43001796,ESCOLA SANT SEBASTIÀ,43098,430982,NULLES,8,3,11
2023/2024,43001735,ESCOLA VENTURA GASSOL,43095,430957,EL MORELL,30,3,33
2023/2024,43001681,ESCOLA LLUÍS VIÑAS I VIÑOLES,43093,430939,MÓRA D'EBRE,26,2,28
2023/2024,43001668,ESCOLA MARE DE DÉU DE LA ROCA,43092,430923,MONT-ROIG DEL CAMP,26,5,31
2023/2024,43001656,ESCOLA TERESA GODES I DOMÈNECH,43090,430901,EL MONTMELL,15,1,16
2023/2024,43001607,ESCOLA JOSEP M. SOLER I GENÉ,43088,430884,MONTBRIÓ DEL CAMP,18,6,24
2023/2024,43001553,ESCOLA LES MURALLES,43086,430862,MONTBLANC,27,5,32
2023/2024,43001498,ESCOLA ONZE DE SETEMBRE - ZER BAIX PRIORAT,43082,430825,EL MASROIG,2,2,4
2023/2024,43001462,ESCOLA ELS TIL·LERS - ZER EL FRANCOLÍ,43080,430803,LA MASÓ,4,0,4
2023/2024,43001437,ESCOLA ROSA GISBERT - ZER MONTSIÀ,43078,430786,MASDENVERGE,7,2,9
2023/2024,43001395,ESCOLA TERESA SUBIRATS I MESTRE - ZER MONTSIÀ,43077,430770,MAS DE BARBERANS,3,1,4
2023/2024,43001383,ESCOLA ANICET VILLAR - ZER LES VINYES,43076,430764,MARÇÀ,2,2,4
2023/2024,43001361,ESCOLA LES COMETES,43074,430748,LLORENÇ DEL PENEDÈS,19,5,24
2023/2024,43001346,ESCOLA MONTSAGRE,43071,430712,HORTA DE SANT JOAN,9,2,11
2023/2024,43001334,ESCOLA SANT FELIU - ZER LES VINYES,43070,430705,ELS GUIAMETS,2,1,3
2023/2024,43001310,ESCOLA LLICORELLA - ZER L'AGLÀ,43069,430691,GRATALLOPS,2,1,3
2023/2024,43001280,ESCOLA PÀMIES - ZER LA FONT DE L'AIGUADÍ,43067,430672,GINESTAR,8,0,8
2023/2024,43001231,ESCOLA PUIG CAVALLER,43064,430640,GANDESA,24,6,30
2023/2024,43001127,ESCOLA ENRIC GRAU I FONTSERÈ,43060,430607,FLIX,22,2,24
2023/2024,43001115,ESCOLA MARE DE DÉU DE L'ESPERANÇA - ZER LA PARELLADA,43059,430593,FIGUEROLA DEL CAMP,5,1,6
2023/2024,43001097,ESCOLA LOS CASTELLETS - ZER TERRA ALTA NORD,43056,430568,LA FATARELLA,6,0,6
2023/2024,43001051,ESCOLA ANTONI VILANOVA,43055,430555,FALSET,21,3,24
2023/2024,43001036,ESCOLA MARTÍ POCH,43054,430542,L'ESPLUGA DE FRANCOLÍ,15,1,16
2023/2024,43001000,ESCOLA DE XERTA,43052,430521,XERTA,9,2,11
2023/2024,43000998,ESCOLA POMPEU FABRA,43051,430516,CUNIT,24,5,29
2023/2024,43000950,ESCOLA DOCTOR FERRAN - ZER TERRA ALTA-CENTRE,43048,430483,CORBERA D'EBRE,6,1,7
2023/2024,43000895,ESCOLA MOSSÈN RAMON BERGADÀ,43047,430477,CONSTANTÍ,31,8,39
2023/2024,43000871,ESCOLA MARIA JESÚS ORTÍ I ABELLA,43044,430445,LA SÉNIA,29,7,36
2023/2024,43000809,ESCOLA LA GESSERA - ZER PORTS-ALGARS,43041,430419,CASERES,1,2,3
2023/2024,43000792,ESCOLA SANT ISIDRE - ZER LES VINYES,43040,430402,CAPÇANES,3,1,4
2023/2024,43000779,INSTITUT RAMON BERENGUER IV,43038,430385,CAMBRILS,38,30,68
2023/2024,43000721,ESCOLA MOSSÈN JACINT VERDAGUER,43037,430379,CALAFELL,30,9,39
2023/2024,43000706,ESCOLA SANTA CREU DE CALAFELL,43037,430379,CALAFELL,36,11,47
2023/2024,43000688,ESCOLA DE CABRA DEL CAMP - ZER LA PARELLADA,43036,430363,CABRA DEL CAMP,3,3,6
2023/2024,43000676,ESCOLA EL CASTELL - ZER MONTSANT,43035,430350,CABACÉS,3,0,3
2023/2024,43000652,ESCOLA SANT JAUME DE BRÀFIM - ZER ATZAVARA,43034,430347,BRÀFIM,5,3,8
2023/2024,43000640,ESCOLA MARE DE DÉU DE LA CANDELA,43033,430332,BOTARELL,16,0,16
2023/2024,43000639,ESCOLA SANT BLAI - ZER TERRA ALTA-CENTRE,43032,430326,BOT,6,0,6
2023/2024,43000627,ESCOLA ROCABRUNA,43031,430311,LES BORGES DEL CAMP,12,5,17
2023/2024,43000615,ESCOLA L'ESTEL - ZER ELS CEPS,43030,430304,BONASTRE,2,4,6
2023/2024,43000603,ESCOLA DE BLANCAFORT - ZER POBLET,43029,430290,BLANCAFORT,4,0,4
2023/2024,43000597,ESCOLA ULL DEL VENT,43028,430287,LA BISBAL DEL PENEDÈS,20,6,26
2023/2024,43000561,ESCOLA ANTONI NAT - ZER BENISSANET-MIRAVET,43026,430265,BENISSANET,7,1,8
2023/2024,43000551,ESCOLA LLORENÇ VALLESPÍ I VIDIELLA - ZER RIU I SERRA,43025,430252,BENIFALLET,4,1,5
2023/2024,43000548,ESCOLA LA MUNTANYETA,43024,430249,BELLVEI,20,3,23
2023/2024,43000512,ESCOLA EL SARRAÍ - ZER BAIX PRIORAT,43023,430234,BELLMUNT DEL PRIORAT,2,1,3
2023/2024,43000470,ESCOLA VALLDEMUR - ZER CONCA DE BARBERÀ,43021,430213,BARBERÀ DE LA CONCA,5,2,7
2023/2024,43000433,ESCOLA SANT MIQUEL,43019,430192,ASCÓ,15,2,17
2023/2024,43000421,ESCOLA LA MIRANDA - ZER PORTS-ALGARS,43018,430189,ARNES,4,1,5
2023/2024,43000378,ESCOLA SANT JULIÀ,43016,430167,L'ARBOÇ,27,10,37
2023/2024,43000329,INSTITUT RAMON BERENGUER IV,43014,430141,AMPOSTA,50,29,79
2023/2024,43000275,ESCOLA MIQUEL GRANELL,43014,430141,AMPOSTA,25,7,32
2023/2024,43000263,ESCOLA SANT JORDI,43013,430136,L'AMETLLA DE MAR,34,3,37
2023/2024,43000251,ESCOLA LA PORTALADA,43012,430120,ALTAFULLA,29,3,32
2023/2024,43000226,ESCOLA LA BARQUERA - ZER ATZAVARA,43010,430108,ALIÓ,4,0,4
2023/2024,43000214,ESCOLA JOSEP FUSTÉ,43009,430094,ALFORJA,14,2,16
2023/2024,43000184,ESCOLA TERESA SALVAT I LLAURADÓ - ZER BAIX CAMP NORD,43007,430075,L'ALEIXAR,4,1,5
2023/2024,43000135,ESCOLA MARE DE DÉU DEL REMEI,43005,430056,ALCOVER,28,6,34
2023/2024,43000081,ESCOLA JOAN BAPTISTA SERRA,43004,430043,ALCANAR,44,3,47
2023/2024,43000020,ESCOLA SANT MIQUEL,43001,430017,AIGUAMÚRCIA,5,1,6
2023/2024,25010450,INSTITUT NOU ALCARRÀS,25011,250117,ALCARRÀS,8,3,11
2023/2024,25010413,ESCOLA MINERVA,25120,251207,LLEIDA,28,7,35
2023/2024,25010383,INSTITUT ESCOLA D'OLIANA,25149,251497,OLIANA,23,10,33
2023/2024,25010361,INSTITUT CENTRE D'ESPORTS DE MUNTANYA DEL PALLARS,25171,251713,LA POBLA DE SEGUR,9,13,22
2023/2024,25010358,INSTITUT ESCOLA VALL DE LORD,25193,251930,SANT LLORENÇ DE MORUNYS,15,7,22
2023/2024,25010334,INSTITUT ESCOLA MAGRANERS,25120,251207,LLEIDA,20,13,33
2023/2024,25010310,INSTITUT SALT DEL DURAN,25137,251370,MOLLERUSSA,28,6,34
2023/2024,25010280,INSTITUT ESCOLA TORRE QUERALT,25120,251207,LLEIDA,33,10,43
2023/2024,25010231,ESCOLA DE SALÀS DE PALLARS - ZER PALLARS JUSSÀ,25190,251902,SALÀS DE PALLARS,3,1,4
2023/2024,25010127,INSTITUT CASTELL DELS TEMPLERS,25120,251207,LLEIDA,26,15,41
2023/2024,25010085,ESCOLA JOSEP MAÑÉ I GAVALDÀ - ZER PONENT,25120,251207,LLEIDA,6,0,6
2023/2024,25009836,INSTITUT LA MITJANA,25120,251207,LLEIDA,42,12,54
2023/2024,25009800,ESCOLA TORRELAMEU - ZER ARGELAGA,25231,252311,TORRELAMEU,5,0,5
2023/2024,25009733,INSTITUT JOAN SOLÀ,25228,252287,TORREFARRERA,43,18,61
2023/2024,25009721,INSTITUT D'ALPICAT,25023,250236,ALPICAT,19,9,28
2023/2024,25009356,ESCOLA LES ARRELS,25137,251370,MOLLERUSSA,16,4,20
2023/2024,25009344,ESCOLA LA MITJANA,25120,251207,LLEIDA,28,4,32
2023/2024,25009186,INSTITUT LA VALIRA,25203,252038,LA SEU D'URGELL,16,8,24
2023/2024,25009113,ESCOLA MESTRE RAMON ESTADELLA I TORRADEFLOT,25110,251109,GUISSONA,31,0,31
2023/2024,25009101,ESCOLA EL VINYET,25207,252075,SOLSONA,18,0,18
2023/2024,25009095,ESCOLA LES SAVINES,25072,250729,CERVERA,14,4,18
2023/2024,25009071,ESCOLA PAÏSOS CATALANS,25120,251207,LLEIDA,31,2,33
2023/2024,25009034,ESCOLA CIUTAT JARDÍ,25120,251207,LLEIDA,28,4,32
2023/2024,25009009,ZER EL SOLSONÈS,25207,252075,SOLSONA,4,1,5
2023/2024,25008984,CFA TREMP,25234,252347,TREMP,3,0,3
2023/2024,25008935,ESCOLA LA RÀPITA - ZER EL JONC,25240,252402,VALLFOGONA DE BALAGUER,4,0,4
2023/2024,25008923,CFA ENRIC GRANADOS,25120,251207,LLEIDA,8,7,15
2023/2024,25008893,ESCOLA PARC DEL SALADAR,25011,250117,ALCARRÀS,38,3,41
2023/2024,25008790,ESCOLA MARIA-MERCÈ MARÇAL,25217,252173,TÀRREGA,27,5,32
2023/2024,25008789,ESCOLA MONT-ROIG,25040,250404,BALAGUER,17,4,21
2023/2024,25008777,ESCOLA PARC DE L'AIGUA,25120,251207,LLEIDA,29,4,33
2023/2024,25008765,ESCOLA LA VALL FOSCA - ZER PALLARS JUSSÀ,25227,252271,LA TORRE DE CABDELLA,5,1,6
2023/2024,25008753,CFA SOLSONÈS,25207,252075,SOLSONA,6,1,7
2023/2024,25008741,CFA VAL D'ARAN,25243,252430,VIELHA E MIJARAN,2,1,3
2023/2024,25008649,ESCOLA FRANCESCO TONUCCI,25120,251207,LLEIDA,20,2,22
2023/2024,25008625,CFA MOLLERUSSA,25137,251370,MOLLERUSSA,6,4,10
2023/2024,25008595,CFA TÀRREGA,25217,252173,TÀRREGA,4,3,7
2023/2024,25008583,CFA LA SEU D'URGELL,25203,252038,LA SEU D'URGELL,5,1,6
2023/2024,25008571,CFA JOAN COMORERA,25072,250729,CERVERA,4,2,6
2023/2024,25008561,CFA BALAGUER,25040,250404,BALAGUER,2,3,5
2023/2024,25008558,EOI DE LA SEU D'URGELL,25203,252038,LA SEU D'URGELL,5,3,8
2023/2024,25008546,EOI DE TÀRREGA,25217,252173,TÀRREGA,7,1,8
2023/2024,25008534,ESCOLA DE LA VALL DE BOÍ - ZER ALTA RIBAGORÇA,25043,250432,LA VALL DE BOÍ,8,0,8
2023/2024,25008352,INSTITUT DE LA POBLA DE SEGUR,25171,251713,LA POBLA DE SEGUR,22,12,34
2023/2024,25008236,ZER PEDRERA,25081,250812,L'ESPLUGA CALBA,2,1,3
2023/2024,25008224,ZER ARGELAGA,25254,252542,VILANOVA DE LA BARCA,2,1,3
2023/2024,25008212,ESCOLA PRÀCTIQUES II,25120,251207,LLEIDA,29,3,32
2023/2024,25008157,ZER RIU ONDARA,25225,252252,TORNABOUS,3,1,4
2023/2024,25008145,ZER ALT SEGRIÀ,25251,252516,VILANOVA DE SEGRIÀ,3,1,4
2023/2024,25008133,ZER PONENT,25120,251207,LLEIDA,4,1,5
2023/2024,25008111,ZER LA COMA,25211,252115,SUDANELL,3,1,4
2023/2024,25008108,ZER L'ERAL,25200,252000,SARROCA DE LLEIDA,4,2,6
2023/2024,25008091,ZER VENT SERÈ,25068,250680,CASTELLNOU DE SEANA,4,1,5
2023/2024,25008081,ZER EL JONC,25062,250621,CAMARASA,3,2,5
2023/2024,25008078,ZER EL ROMANÍ,25138,251386,MONTGAI,4,2,6
2023/2024,25008066,ZER ESPERNALLAC,25070,250707,CASTELLSERÀ,4,1,5
2023/2024,25008054,ZER VALL DE L'ARANYÓ,25067,250674,CASTELLDANS,3,1,4
2023/2024,25008042,ZER RIU SET,25009,250096,L'ALBI,3,2,5
2023/2024,25007992,ESCOLA D'ALMENAR,25021,250215,ALMENAR,20,3,23
2023/2024,25007943,ZER PLAURCÉN,25168,251689,EL POAL,4,1,5
2023/2024,25007931,ZER VAL D'ARAN,25025,250254,NAUT ARAN,3,2,5
2023/2024,25007921,ZER L'HORTA DE LLEIDA,25120,251207,LLEIDA,4,1,5
2023/2024,25007918,ZER L'OLIVER,25133,251333,MAIALS,5,1,6
2023/2024,25007906,ZER SERRA LLARGA,25015,250156,ALGERRI,1,3,4
2023/2024,25007891,ZER ALTA RIBAGORÇA,25245,252458,VILALLER,5,1,6
2023/2024,25007888,ZER GARRIGUES ALTES,25118,251180,JUNCOSA,3,2,5
2023/2024,25007876,ZER RIU CORB,25046,250463,BELIANES,4,1,5
2023/2024,25007864,ZER URGELLET,25203,252038,LA SEU D'URGELL,5,0,5
2023/2024,25007852,ZER EL SIÓ,25138,251386,MONTGAI,4,0,4
2023/2024,25007840,ZER MONTSEC,25037,250371,LES AVELLANES I SANTA LINYA,4,2,6
2023/2024,25007839,ZER PALLARS JUSSÀ,25115,251155,ISONA I CONCA DELLÀ,3,2,5
2023/2024,25007827,ZER NARIEDA,25155,251556,ORGANYÀ,4,1,5
2023/2024,25007815,ZER ELAIA,25101,251018,LA GRANADELLA,2,2,4
2023/2024,25007803,ZER ALT PALLARS SOBIRÀ,25126,251266,LLAVORSÍ,5,0,5
2023/2024,25007797,ZER BARIDÀ-BATLLIA,25139,251399,MONTELLÀ I MARTINET,4,1,5
2023/2024,25007773,ZER LA SEGARRA,25905,259059,RIBERA D'ONDARA,3,2,5
2023/2024,25007761,ZER GUICIVERVI,25244,252445,VILAGRASSA,4,1,5
2023/2024,25007700,INSTITUT ERMENGOL IV,25047,250479,BELLCAIRE D'URGELL,32,8,40
2023/2024,25007611,CFA VICTORINA VILA,25120,251207,LLEIDA,7,5,12
2023/2024,25007529,INSTITUT SERÒS,25204,252043,SERÒS,29,21,50
2023/2024,25007517,INSTITUT LA SERRA,25137,251370,MOLLERUSSA,40,18,58
2023/2024,25007505,INSTITUT DE GUISSONA,25110,251109,GUISSONA,47,28,75
2023/2024,25007499,INSTITUT L'OLIVERA,25101,251018,LA GRANADELLA,7,6,13
2023/2024,25007189,INSTITUT MARIA RÚBIES,25120,251207,LLEIDA,44,19,63
2023/2024,25007153,INSTITUT D'ALCARRÀS,25011,250117,ALCARRÀS,53,18,71
2023/2024,25007025,INSTITUT MORELLÓ,25086,250864,ESTERRI D'ÀNEU,7,7,14
2023/2024,25006781,INSTITUT ALFONS COSTAFREDA,25217,252173,TÀRREGA,54,39,93
2023/2024,25006771,INSTITUT RONDA,25120,251207,LLEIDA,80,18,98
2023/2024,25006744,CEE ESPERANÇA,25120,251207,LLEIDA,14,4,18
2023/2024,25006732,INSTITUT TORREVICENS,25120,251207,LLEIDA,122,31,153
2023/2024,25006720,INSTITUT D'HOTELERIA I TURISME,25120,251207,LLEIDA,18,17,35
2023/2024,25006598,INSTITUT LO PLA D'URGELL,25050,250501,BELLPUIG,35,19,54
2023/2024,25006574,INSTITUT DE PONTS,25172,251728,PONTS,19,7,26
2023/2024,25006549,ESCOLA D'ESPLUGA DE SERRA - ZER ALTA RIBAGORÇA,25234,252347,TREMP,2,0,2
2023/2024,25006525,INSTITUT JOSEP VALLVERDÚ,25058,250582,LES BORGES BLANQUES,55,21,76
2023/2024,25006513,INSTITUT MANUEL DE MONTSUAR,25120,251207,LLEIDA,50,10,60
2023/2024,25006501,ESCOLA ALBA,25078,250788,CORBINS,29,3,32
2023/2024,25006495,INSTITUT JOSEP LLADONOSA,25120,251207,LLEIDA,38,22,60
2023/2024,25006483,INSTITUT CANIGÓ,25019,250194,ALMACELLES,31,18,49
2023/2024,25006410,CFA SEGRIÀ,25120,251207,LLEIDA,8,4,12
2023/2024,25006409,ESCOLA JOC DE LA BOLA,25120,251207,LLEIDA,31,3,34
2023/2024,25006291,INSTITUT HUG ROGER III,25209,252094,SORT,27,16,43
2023/2024,25006288,INSTITUT DE TREMP,25234,252347,TREMP,43,22,65
2023/2024,25006276,ESCOLA SANT JORDI,25120,251207,LLEIDA,15,2,17
2023/2024,25006264,ESCOLA ESPIGA,25120,251207,LLEIDA,27,2,29
2023/2024,25006252,EOI DE LLEIDA,25120,251207,LLEIDA,33,8,41
2023/2024,25006240,INSTITUT EL PONT DE SUERT,25173,251734,EL PONT DE SUERT,32,16,48
2023/2024,25006239,INSTITUT D'ARAN,25243,252430,VIELHA E MIJARAN,39,20,59
2023/2024,25006227,INSTITUT D'ALMENAR,25021,250215,ALMENAR,32,14,46
2023/2024,25006148,INSTITUT D'OSTALARIA DE LES-VAL D'ARAN,25121,251214,LES,6,7,13
2023/2024,25006069,ESCOLA D'ARDÈVOL - ZER EL SOLSONÈS,25167,251673,PINÓS,3,0,3
2023/2024,25005983,ESCOLA SANT SERNI - ZER BARIDÀ-BATLLIA,25175,251752,PRATS I SANSOR,5,0,5
2023/2024,25005910,ESCOLA ABAT RUERA - ZER PEDRERA,25180,251804,PUIGGRÒS,4,1,5
2023/2024,25005892,ESCOLA MALDANELL - ZER RIU CORB,25130,251305,MALDÀ,2,0,2
2023/2024,25005880,ESCOLA FREDERIC GODAS,25120,251207,LLEIDA,28,6,34
2023/2024,25005727,INSTITUT ALMATÀ,25040,250404,BALAGUER,55,24,79
2023/2024,25005685,INSTITUT LA SEGARRA,25072,250729,CERVERA,56,23,79
2023/2024,25005673,ESCOLA JOAN MARAGALL,25120,251207,LLEIDA,16,7,23
2023/2024,25005582,INSTITUT TERRES DE PONENT,25137,251370,MOLLERUSSA,51,7,58
2023/2024,25005557,CEE SILOÉ,25137,251370,MOLLERUSSA,10,2,12
2023/2024,25005545,ESCOLA POMPEU FABRA,25137,251370,MOLLERUSSA,31,2,33
2023/2024,25005533,ESCOLA PAU CLARIS,25203,252038,LA SEU D'URGELL,21,3,24
2023/2024,25005454,INSTITUT FRANCESC RIBALTA,25207,252075,SOLSONA,45,22,67
2023/2024,25005442,INSTITUT ESCOLA DEL TREBALL,25120,251207,LLEIDA,54,42,96
2023/2024,25005430,ESCOLA JOAN XXIII,25120,251207,LLEIDA,19,4,23
2023/2024,25005429,INSTITUT ELS PLANELLS,25034,250349,ARTESA DE SEGRE,28,9,37
2023/2024,25005260,INSTITUT RIBERA DEL SIÓ,25003,250030,AGRAMUNT,34,15,49
2023/2024,25005171,ESCOLA MESTRE IGNASI PERAIRE,25137,251370,MOLLERUSSA,23,8,31
2023/2024,25005144,ESCOLA ÀNGEL SERAFÍ I CASANOVAS,25209,252094,SORT,21,2,23
2023/2024,25005120,ESCOLA TERESA BERGADÀ,25016,250169,ALGUAIRE,19,1,20
2023/2024,25005119,ESCOLA PINYANA,25013,250138,ALFARRÀS,22,1,23
2023/2024,25005107,ESCOLA SANT BONIFACI - ZER RIU SET,25255,252555,VINAIXA,3,1,4
2023/2024,25005090,ESCOLA MESTRAL - ZER ARGELAGA,25254,252542,VILANOVA DE LA BARCA,5,2,7
2023/2024,25005077,ESCOLA MOSSÈN TON CLAVÉ - ZER VENT SERÈ,25252,252521,VILA-SANA,8,0,8
2023/2024,25005065,ESCOLA DE VILANOVA DE SEGRIÀ - ZER ALT SEGRIÀ,25251,252516,VILANOVA DE SEGRIÀ,6,2,8
2023/2024,25005053,ESCOLA MARE DE DÉU DEL PUIG DE MEIÀ - ZER EL ROMANÍ,25250,252509,VILANOVA DE MEIÀ,3,0,3
2023/2024,25005016,ESCOLA MARINADA,25248,252483,VILANOVA DE BELLPUIG,15,1,16
2023/2024,25004981,ESCOLA VIDAL I ABAD - ZER ALTA RIBAGORÇA,25245,252458,VILALLER,5,0,5
2023/2024,25004966,ESCOLA RAMON PERELLÓ - ZER GUICIVERVI,25244,252445,VILAGRASSA,9,0,9
2023/2024,25004929,ESCOLA GARONA,25243,252430,VIELHA E MIJARAN,36,6,42
2023/2024,25004863,ESCOLA JARDÍ - ZER GUICIVERVI,25242,252424,VERDÚ,6,1,7
2023/2024,25004851,ESCOLA SALVADOR ESPRIU,25240,252402,VALLFOGONA DE BALAGUER,14,2,16
2023/2024,25004826,ESCOLA DE TUIXENT - ZER URGELLET,25910,259101,JOSA I TUIXÉN,2,0,2
2023/2024,25004772,ESCOLA VALLDEFLORS,25234,252347,TREMP,30,2,32
2023/2024,25004759,ESCOLA EL ROSER - ZER ALT SEGRIÀ,25233,252332,TORRE-SERONA,3,0,3
2023/2024,25004747,ESCOLA CARRASSUMADA,25232,252326,TORRES DE SEGRE,15,1,16
2023/2024,25004723,ESCOLA LA BASSA,25230,252304,TORREGROSSA,14,3,17
2023/2024,25004711,ESCOLA LA CREU,25228,252287,TORREFARRERA,28,3,31
2023/2024,25004656,ESCOLA DE TORREBESSES - ZER L'ERAL,25226,252265,TORREBESSES,3,0,3
2023/2024,25004644,ESCOLA ESPÍGOL - ZER RIU ONDARA,25225,252252,TORNABOUS,7,1,8
2023/2024,25004607,ESCOLA SANT GIL,25223,252234,TORÀ,15,0,15
2023/2024,25004577,ESCOLA DE TÍRVIA - ZER ALT PALLARS SOBIRÀ,25221,252213,TÍRVIA,2,0,2
2023/2024,25004565,ESCOLA ALFRED POTRONY,25220,252206,TÉRMENS,11,1,12
2023/2024,25004531,ESCOLA ÀNGEL GUIMERÀ,25217,252173,TÀRREGA,30,3,33
2023/2024,25004528,EA ONDARA,25217,252173,TÀRREGA,26,15,41
2023/2024,25004498,INSTITUT MANUEL DE PEDROLO,25217,252173,TÀRREGA,37,15,52
2023/2024,25004462,ESCOLA JACINT VERDAGUER,25217,252173,TÀRREGA,30,5,35
2023/2024,25004413,ESCOLA DE SUNYER - ZER L'ERAL,25212,252120,SUNYER,3,0,3
2023/2024,25004401,ESCOLA EL ROSER - ZER LA COMA,25211,252115,SUDANELL,7,0,7
2023/2024,25004395,ESCOLA JAUME MIRET,25210,252108,SOSES,17,1,18
2023/2024,25004243,ESCOLA SETELSIS,25207,252075,SOLSONA,31,4,35
2023/2024,25004231,ESCOLA DEL SOLERÀS - ZER GARRIGUES ALTES,25206,252069,EL SOLERÀS,3,0,3
2023/2024,25004221,ESCOLA EL TIMÓ - ZER PLAURCÉN,25205,252056,SIDAMON,7,1,8
2023/2024,25004218,ESCOLA MIQUEL BARÓ DABAN,25204,252043,SERÒS,18,2,20
2023/2024,25004188,INSTITUT JOAN BRUDIEU,25203,252038,LA SEU D'URGELL,55,32,87
2023/2024,25004140,ESCOLA MOSSÈN ALBERT VIVES,25203,252038,LA SEU D'URGELL,32,3,35
2023/2024,25004115,ESCOLA LA ROCA - ZER L'ERAL,25200,252000,SARROCA DE LLEIDA,3,0,3
2023/2024,25004103,ESCOLA EL TALLAT - ZER RIU CORB,25902,259025,SANT MARTÍ DE RIUCORB,6,1,7
2023/2024,25004085,ESCOLA VALL ONDARA - ZER LA SEGARRA,25905,259059,RIBERA D'ONDARA,6,0,6
2023/2024,25004073,ESCOLA MARE DE DÉU DE LA MERCÈ,25194,251945,SANT RAMON,12,1,13
2023/2024,25004036,ESCOLA L'ESTEL,25192,251924,SANT GUIM DE FREIXENET,14,3,17
2023/2024,25004024,ESCOLA DE SANAÜJA - ZER LA SEGARRA,25191,251919,SANAÜJA,1,2,3
2023/2024,25004000,ESCOLA LA ROSELLA,25189,251898,ROSSELLÓ,23,2,25
2023/2024,25003974,ESCOLA DE FREIXINET DE SOLSONA - ZER EL SOLSONÈS,25186,251863,RINER,3,1,4
2023/2024,25003950,ESCOLA ARNAU MIR - ZER URGELLET,25185,251850,RIBERA D'URGELLET,5,0,5
2023/2024,25003895,ESCOLA ELS MINAIRONS - ZER ALT PALLARS SOBIRÀ,25901,259010,VALL DE CARDÓS,6,0,6
2023/2024,25003871,ESCOLA MONTSENT DE PALLARS - ZER ALT PALLARS SOBIRÀ,25183,251832,RIALP,5,0,5
2023/2024,25003861,ESCOLA SANT JORDI,25182,251826,PUIGVERD DE LLEIDA,12,0,12
2023/2024,25003858,ESCOLA DE PUIGVERD D'AGRAMUNT - ZER EL SIÓ,25181,251811,PUIGVERD D'AGRAMUNT,1,1,2
2023/2024,25003846,ESCOLA EL PUIG - ZER BARIDÀ-BATLLIA,25179,251790,PRULLANS,3,0,3
2023/2024,25003810,ESCOLA DE PREIXENS - ZER EL SIÓ,25177,251771,PREIXENS,2,1,3
2023/2024,25003809,ESCOLA MONTALBÀ - ZER RIU CORB,25176,251765,PREIXANA,4,0,4
2023/2024,25003792,ESCOLA BLANCA DE VILLALONGA - ZER ALT SEGRIÀ,25174,251749,LA PORTELLA,7,0,7
2023/2024,25003755,ESCOLA RIBAGORÇANA,25173,251734,EL PONT DE SUERT,16,2,18
